stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,2.54,0,0.28,0,0.28,0,0,0,0.28,0,0,0,0.85,0,4.51,0,0,0,3.95,1.97,0,0,0,16.91,0,0.28,0,0.28,0,0,0,0
21Day,0.74,2.59,0,4.44,0,0.74,0,0,0,0,0,0,1.48,0.74,1.11,21.46,0,2.59,0,1.48,0.74,0.37,0,0,3.33,0,0,0.37,0,0,0,0,0.37
3Month,0,8.74,0,5.2,0.1,0,0.1,0.42,0.1,0,1.77,0.52,3.12,1.04,0.42,4.47,0,0.1,0.1,0.1,0,0.83,0.21,0,0,0.1,1.25,0.1,0,0.1,0.21,0.21,0.52
22Month,0.14,3.83,0.14,1.5,0,0,0,0.27,0.14,10.39,6.29,0.27,0.82,0,0.41,1.09,0.14,0.14,0,0,0.14,1.23,0,0.14,0,0.14,0.27,0,0,0,0,0,0.14
