stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,8,1,0,0,0,0,0,0,2,0,0,0,0,1,3,4,3,0,0,0,1,2,11,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,0.85,1.13,0,7.33,0.28,0.56,0,0,0,0,0,0,0,0,0.28,0,1.13,17.76,1.97,3.95,0,0.28,0,0,5.36,2.82,0,0,0,5.64,0,0,0.28,0.28,0.28,0,0,0
21Day,1.11,0.74,0.37,17.76,1.11,6.29,0,0.74,0,0,0,0,0.37,0.37,4.07,0.37,0.74,10.73,2.96,5.18,0,0,0.74,0,1.11,3.7,0,0,0,2.59,1.11,0,0.37,0.37,0,0.37,0,3.7
3Month,0,3.85,0.83,29.44,0.21,0,0.21,0.21,3.02,10.51,0.1,0,15.91,11.75,3.12,7.18,1.87,16.43,12.17,4.78,1.35,0,1.98,1.14,0.94,0.1,1.14,0.42,0,0.62,0.31,1.56,0.21,0.1,0.1,2.81,4.06,10.82
22Month,0,6.29,1.09,11.21,0.14,0,0.55,0.14,1.09,15.71,6.83,0,85.27,4.65,2.19,7.24,0.14,2.6,9.02,5.74,0.14,0.68,0.55,0.14,0.27,0.27,1.09,0.27,0.41,0,0.27,0.68,1.64,0,0.14,0.82,0,1.91
