stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,2,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,18,0,0,0,0,29,321,0,0,0,2,0,0,0,0,0,0,0,0,0
72hpf,22.55,4.79,0,8.74,4.23,12.4,0,0.28,0,0,0.28,0,0,0,0.28,0,3.38,23.11,3.1,18.04,0,0.28,0.56,0.28,1614.99,287.2,2.25,3.95,0,17.47,0.28,0,38.05,2.25,3.1,2.25,0,0,0
21Day,11.47,0.74,0.37,11.1,0.74,8.88,0,3.33,0,0.37,0.37,0,0.74,0.37,5.18,4.07,1.48,4.81,2.96,10.36,0,0,0.74,0.37,398.11,105.45,1.11,2.59,0,4.81,9.25,0.37,13.69,2.96,3.7,0.37,0,0,2.22
3Month,0.21,0.52,0.31,4.37,0.1,0,0,0,0.1,0.31,0.21,0,4.37,0.31,0.1,1.46,0.1,0.42,0.62,0.94,0.1,0,0.21,0.31,5.72,1.04,1.46,2.18,0,0,0.1,15.6,0.73,0,0.1,0,0.42,0.31,0.42
22Month,0.14,0.41,0,1.78,0,0,0.14,0.14,0,0,0.68,0,8.47,0.14,0.14,1.5,0,0.27,0.27,0.68,0,0.41,0.27,0,2.05,0.55,0.82,1.23,0.27,0,0,6.01,0.82,0.55,0,0,0.68,0,0.27
