stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,7,0,0,0,0,2,0,1,0,0,0,1,0,1,0,76,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,3.38,0,0.85,0.85,0,1.41,0,1.13,0,0,0,0.56,0,0.28,1.41,1.97,0.85,0,0,0,0,8.74,2.82,0,0.28,0.56,0,0,0,0.28,0.28,0,0.28,0,0,0
21Day,0,3.33,0,1.48,2.96,0,4.44,0,6.29,0,0.37,2.22,11.1,0.37,0,0.37,9.25,6.66,0,0,1.48,0,2.22,2.22,0,0.37,1.48,0,0,0,0,0.37,1.11,0,0,0,6.66
3Month,0.21,11.23,0.42,6.45,0,0.94,2.91,0.73,131.37,0,7.49,112.96,5.72,2.6,0.31,1.66,29.33,7.28,2.7,0.42,1.14,0.52,0.21,0,0.42,0.21,0.31,1.98,0.42,2.6,0.52,0,0,0,27.04,2.39,15.39
22Month,0.55,14.07,0.14,1.5,0,1.23,2.32,0.27,142.53,0.68,7.65,38.54,9.02,1.78,0.27,0.27,28.83,8.47,0.55,0.68,0.27,0,0.41,0.14,0.14,0.14,0.55,0.27,0,0.14,0.41,0.27,0,0,3.96,0,7.11
