stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,6,0,0,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,3.38,0.28,1.41,0,0.56,0,0,0,0,0,0,0,0.56,2.82,0,4.79,0,0,0,0.28,30.44,17.47,0,0.28,4.79,0.28,0,1.69,0.28,0,0,0,0
21Day,2.96,0.37,0,12.58,0,5.92,0,1.85,0,1.11,0,0.37,0.37,5.92,0.74,0,5.55,2.59,8.88,0,0,0.74,0.37,10.73,7.77,0,1.11,3.33,1.11,0,0.74,0.37,0.74,0.37,0,1.11
3Month,0,0.42,0.21,4.26,0,0,0.1,0.1,0.31,1.87,0,3.85,0.73,0.52,1.35,0.42,2.7,1.14,1.46,0.21,0,0.42,0.31,0.21,0,0.1,0,0.31,0.1,1.04,0.1,0,0,0.52,0.52,1.04
22Month,0,0.82,0.14,1.91,0,0,0,0.27,0.14,1.5,0.82,14.35,1.23,0.27,1.91,0,0.27,0.68,0.68,0.14,0.41,0.27,0,0.14,0,0.41,0.14,0.27,0,0.27,0,0.14,0,0,0,0.68
