stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,12,11,0,21,0,1,0,0,0,1,0,0,0,0,0,3,3,2,197,0,0,0,28,1118,0,0,39,0,0,0,0,0,0,0,0,0
72hpf,8.46,0.56,0,9.3,0.28,1.13,0,0,0,0,0,0,0,0,0,1.13,5.07,0.28,53.83,0,0,0,54.11,50.73,0,0.28,40.02,0,0,25.65,0,0,0.56,0,0,0
21Day,7.03,0.37,1.48,9.99,0,0.37,0,0,0,0,0,0,0.37,0,0.37,0.37,2.22,0.74,48.1,0,0.74,0,5.55,6.29,0,0.74,15.17,2.96,0,1.48,0.37,0.37,0.74,0,0,0.37
3Month,0.1,1.04,0.31,15.19,0.1,0,0.21,0,0.21,1.35,0,1.98,0.52,0,4.78,0.42,2.81,1.04,14.87,14.46,1.14,0.21,0.1,0,0.42,0.1,2.18,0.31,1.35,0.1,0,0,0.1,5.2,0.42,0.42
22Month,0,0.55,0.96,5.47,0,0,0.14,0.14,0.27,2.46,0.68,3.69,0,0.14,1.78,0,0.55,0.14,6.01,0.82,0.27,0,0.14,0,0.27,0,1.5,0,0.55,0,0,0,0,0.27,0,0.14
