stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,1.69,0,0.28,0,0,0,0.28,0,0,0,0,0,0.56,0.56,0,0.28,0,0,0,0,32.41,2.25,0,0,0,0.85,0,0,0.56,0,0,0,0,0
21Day,0.74,0.37,0,46.99,0,2.22,0,0,0,0.37,0,0.37,0,0.74,0,0.74,5.92,0,3.33,0,0,0.37,0,32.19,1.48,11.84,0,0,0.74,2.22,0,0.74,0.37,0.74,0,0,2.59
3Month,0.21,0.73,1.14,22.47,0,0,0.62,0.1,1.56,6.35,1.66,13.11,7.49,0.83,7.91,1.66,20.6,3.95,7.7,3.85,0,1.87,1.35,1.66,0.21,60.43,0.83,0,0.52,1.35,6.35,0.1,0.1,0.1,1.46,69.07,5.82
22Month,0.14,0.82,0.14,4.1,0.41,0,0.27,0,0.82,0.82,0.55,19.54,0.14,0.41,1.78,0,3.55,1.37,3.01,1.78,0.41,0.27,0,0.41,0,34.03,0.14,0.27,0.14,0,0.68,0.14,0,0.27,0,0,0.96
