stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.56,0,0,0,0.28,0,0,0,0.56,0,0,0,0,0,0.85,0.56,0.56,4.23,0,0,0,0,69.9,6.48,0.85,0.56,0,8.74,0,0,1.41,0,0,0.85,0,0,0
21Day,1.85,0,4.81,0.37,3.7,0,5.18,0,1.11,0,0.37,0.74,9.99,0.37,0.74,0.74,7.77,7.4,0,0,2.22,0,40.33,6.66,0.74,1.48,0,1.85,3.33,0,3.33,1.85,0.74,0.74,0,0,4.81
3Month,0.1,0.42,2.7,0.21,0,0.42,0.94,0.83,7.39,0,1.98,5.3,1.04,0.73,1.25,0.42,8.01,5.82,1.77,0,8.32,0.1,1.66,0,1.46,2.29,0,0.21,0.31,0.21,0.62,0,0,0,0.1,0.1,2.91
22Month,0,0,2.05,0.14,0,0.27,0.27,0.27,7.79,0.14,4.65,2.87,1.91,0.96,0.14,0,8.2,7.38,0.41,0.14,2.46,0,1.09,0,1.09,6.29,0.14,0.68,0,0.55,2.19,0.14,0,0,0,0,1.23
