stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,5.64,0.28,2.25,0,0,0,0,0,0,0,0,0,0.56,181.79,0.28,17.19,0,0,0,5.36,2.82,0,0,0,2.82,0.28,0,0.56,0.28,0.28,0.56,0,0
21Day,0.74,0.37,0,7.4,0,1.11,0,0,0,0,0,0,0,0.74,0.74,0,71.04,0.37,13.69,0,0,0.37,1.85,1.48,0,0,0,0.74,0.74,0.37,0,0.37,0.74,0.37,0,0
3Month,0,0.42,0.1,4.68,0,0,0,0.1,0.42,0.31,0,3.22,0.73,0.1,1.98,0.1,0.73,0.52,10.51,0.21,0.1,0.31,0.1,0.1,0.1,0,0,0,0.1,1.46,0,0,0,0.1,0.1,0.31
22Month,0,0.41,0.14,5.06,0,0,0.27,0,0.14,0.96,0.55,15.3,0,0,2.32,0.41,0.41,0.96,11.07,0,0.27,0.27,0.14,0,0.27,0.14,0.14,0,0.14,2.05,0.27,0.14,0,0,0,0.14
