stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,22,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,0.28,0.85,0,0.28,0.28,0.28,0,0,0,0,0.28,0,0,0,0,0,0,0.56,0,4.51,0,0,0.28,0,7.33,5.64,0,0,2.54,0,0,0,0.56,0,0.28,0,0,0
21Day,0.37,0,0,0.74,0,0.37,0,0.74,0,0,0,0,0,0,2.59,0,0.37,0.74,1.11,5.55,0,0,0,0,4.44,2.22,0,0,1.11,0,0,0,0.74,0.37,0,0,0,2.96
3Month,0.1,2.6,0.21,3.22,0,0,0.31,0,0.1,0.73,7.8,0,2.5,5.1,1.56,0.94,0.31,1.04,3.33,3.74,0.42,0,0.21,0.1,0.21,0.1,0.1,0.73,0,0.94,0.1,2.7,0,0,0.21,16.54,1.35,13
22Month,0,3.42,0.14,2.32,0,0,0.27,0.14,0,0.27,12.85,2.73,3.55,2.32,1.09,0.41,0.14,0,3.28,3.83,0.14,0.14,0.27,0,0.27,0.14,0,0.68,0.14,0.14,0,0.41,0.41,0,0,2.87,0,5.74
