stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.56,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0.28,1.13,0,0.85,0,0,0,18.32,2.54,0,0,0.85,0,0,0.56,7.89,7.89,0,0,0
21Day,0,0,0,3.33,0,1.11,0,0,0,0,0,0,0,0.37,0,0.37,1.11,0.74,3.33,0,0,0,4.07,0.74,0,0,0,0.74,0,0,29.23,70.67,0,0,1.11
3Month,0.1,0,0.52,16.43,0.1,0,0.1,0.1,0.1,0.42,0,3.54,0.21,0.31,3.74,0.42,2.39,0.73,0.62,0.1,0,0.21,0.21,0,0.21,0,0.1,0.21,4.58,0,0.73,0.21,0.21,2.91,0.21
22Month,0,0.14,0.14,1.64,0,0,0.14,0.14,0.27,1.09,0.27,4.51,0,0.82,1.23,0.27,0.27,1.23,0.41,0,0.27,0,0.27,0.41,0.14,0.14,0.14,0,2.32,0.14,17.22,0,0.14,0,0.41
