stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,5,11,0,0,0,0,5,78,0,0,0,4,0,0,0,0,0,0,0,0
72hpf,3.95,1.69,0,4.23,0.28,1.69,0,0,0,0,0,0,0,0.56,0,3.1,4.79,0.85,6.76,0,1.13,0.85,0,18.32,19.73,0.28,0,0,3.95,1.69,0,2.54,0,1.41,0,0,0
21Day,5.55,1.11,0.37,10.36,0,7.03,0,5.92,0,0.74,0,1.11,0.74,4.44,0.37,0,4.81,2.59,9.99,0,0,0.74,0,4.44,9.25,0,0.37,0,6.66,1.48,0.74,1.11,0.37,0,0,0,1.85
3Month,0.42,2.5,1.35,27.25,0.21,0,1.14,1.46,2.6,6.97,0.1,186.71,5.3,2.18,18.72,2.81,6.45,7.18,8.53,1.04,0.21,3.33,1.56,1.04,0.52,1.66,0.73,0,0.21,3.85,42.23,0.73,0.1,0.21,4.47,18.2,8.32
22Month,0.14,1.23,1.09,7.24,0,0,0.14,0.82,0.68,5.06,2.19,91.28,3.01,3.14,8.06,0,0.68,6.83,6.01,0.27,2.6,0.82,0,0.41,0,0.82,1.37,1.91,0.14,0.27,10.93,0.68,0.55,0,0,0,2.73
