stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,2.82,0.28,0.28,0,0.28,0,0,0,0,0,0,0,0,0.85,7.05,0,0.28,0,0,0,0.28,1.13,0.56,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0.37,0,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0.37,5.55,0,1.11,0,0,0,0,1.11,0.37,0,0,0,0,0,0,0,0.37,0,0,0
3Month,0,1.25,0.52,12.59,0.1,0,0.31,0,1.25,1.77,0,0,10.82,2.5,0.1,5.51,1.66,3.54,2.29,4.47,0.52,0.21,1.56,1.25,1.04,0,0.1,0.31,0,0.42,0.94,2.5,0,0,0.42,1.35,1.46
22Month,0.14,1.64,0.96,10.52,0.14,0,0.55,0.14,0.68,4.1,1.91,0,43.45,3.01,0.27,5.19,0.27,2.46,3.83,3.83,0.41,2.46,0.14,0.14,1.64,0.27,0.68,0.14,0.27,0,0.14,0.68,0.41,0.68,0,0,0.82
