stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,9,12,0,41,1,0,0,0,0,0,0,0,0,0,0,2,23,19,102,0,1,0,0,25,584,1,0,0,24,0,0,0,0,2,0,0,0
72hpf,10.43,8.17,0,20.01,2.82,1.97,0,0.85,0,0,0,0,0,1.69,0.28,13.53,27.06,1.97,47.35,0,3.95,0.56,0.56,35.23,106.82,0.28,0.56,0,23.39,4.51,0.28,6.2,0,0.85,0,0,0
21Day,25.9,3.7,3.33,84.73,1.85,38.11,0,22.2,0,0.74,0,1.85,0,16.65,3.33,1.85,25.9,14.43,74.37,0.37,0.74,9.25,0,14.06,47.36,0.74,1.48,0,28.86,9.99,3.33,3.7,2.22,1.85,0,0.37,2.22
3Month,0.31,1.04,1.87,46.08,0.1,0,0.83,1.87,4.26,3.85,0,7.39,2.91,3.43,12.48,1.98,8.53,7.59,4.47,0.83,0.1,2.39,11.44,0.94,1.46,5.51,0.21,0,0.31,1.98,168.61,0.1,0,0,5.82,18.83,2.18
22Month,0,2.05,2.05,17.9,0.14,0,0.27,1.23,2.05,2.32,2.87,13.66,0.41,2.32,16.26,0.41,1.78,6.15,1.64,0,0.55,1.78,0.68,0.27,0.14,2.32,0.14,0.14,0.27,0.41,22.55,0.27,0,0.14,0.41,0,0.41
