stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0.85,0,1.41,0.28,0,0,0,0,0,0,0,0,0,0,0.56,5.64,0,0.56,0,0.28,0.28,0,8.46,6.48,0.28,0,0,0.28,0,0.28,0.56,0,0.28,0,0,0
21Day,1.85,0.74,0.37,2.59,0.74,0.74,0,0,0,0,0,0.37,0,0.74,1.11,2.22,1.85,0.37,3.33,0,0,1.11,0,5.92,3.33,1.85,0,0.74,1.48,0,0.37,0.74,4.44,0,0,0,0.37
3Month,0.1,3.95,1.46,24.34,0.42,0,0.1,0.21,5.93,1.14,0,28.6,3.95,0.21,41.92,5.72,6.35,0.94,7.91,1.77,0,2.29,1.35,1.46,0.31,5.41,0.62,0.94,1.04,1.35,0.42,0,0,0.1,2.91,0.83,1.87
22Month,0,5.47,0,7.65,0.14,0,0,0,2.6,0.96,1.37,25.69,0.96,0.14,26.92,0.82,1.5,0.82,3.55,0,0.41,0.96,0.27,0.82,0.27,2.6,1.37,0.27,0,2.05,4.51,0.14,0,0.14,1.37,0,1.23
