stage,Granulocyte,Hepatocyte,Mesenchymal.cell,Neural.cell,Neural.progenitor.cell
24hpf,0,0,0,0,1
72hpf,0,0,0,0.84554416800967,0
22Month,0.136649431988133,0.136649431988133,0.136649431988133,0,0
