stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
72hpf,0.56,0,0,2.25,27.9,0.28,0,0,0,0,0,0,0,0,0,0,5.07,0,0.56,0,0,0,0,13.53,1.97,0.56,0,0,0.28,0,0.28,0,0,0,0,0
21Day,1.48,0,0,0.74,24.79,1.11,0,0.37,0,0,0,0.37,0,0,0,0,2.22,0.37,0,0,0,1.11,0,6.66,0.74,0,0,0,0.74,1.11,2.96,0.37,0,0,0,0
3Month,0,0,0.1,2.6,1.66,0,0.1,0,0.42,1.25,0,6.55,0.83,0.1,0.83,0.31,1.25,1.04,0.62,0.1,0.1,1.04,0.31,0.31,0.1,0.52,0,0,0,0.42,45.25,0.1,0,0.31,13,1.14
22Month,0.14,0.82,0.41,1.91,0.82,0,0.27,0,0.55,2.32,0.82,26.78,0.68,1.09,1.64,0.14,0.27,1.5,3.01,0,0.55,0.96,0,0.14,0,0.27,0.14,0.27,0,0.14,12.16,0,0,0.14,0,0.41
