stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.36,0.85,0.56,0.28,0,0,0,0.28,0,0,0,0,0,0
21Day,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0,0,0,0.37,0,0,0.74,0,0,0,0,4.81,4.07,0,0.37,0,0,0.37,0.37,2.22,0,0,0,0,0
3Month,0.1,0.42,0.21,6.66,0,0,0.1,0,0,1.14,1.77,0,23.61,1.04,0.31,6.24,1.46,1.98,2.81,2.6,0.62,0,0.21,1.14,1.46,0.31,2.6,0.52,0,0,0,12.69,0.31,0,0,0.73,5.93,0.94
22Month,0.55,1.09,0.41,3.01,0.14,0,0.27,0.27,0.14,0.27,2.73,0.82,72.42,0.41,0.96,7.24,0.27,0.82,1.91,2.46,0.41,0.55,0.55,0.14,1.09,0.14,1.91,0.96,0.68,0.14,0.14,1.5,0.14,0.14,0.14,0,0,0.27
