stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,3,96,0,0,1,0,0,0,0,0,1,0,0,0
72hpf,4.79,1.13,0,1.69,0.28,2.82,0,1.41,0,0.28,0,0,0,0.85,0,0.85,4.23,0.28,10.71,0,0,0,302.7,51.58,1.69,2.25,3.95,0,0,9.3,0.56,0.28,0.56,0,0,0
21Day,3.7,0,0,2.96,2.22,4.07,0,2.22,0,0.37,0,0.74,1.11,5.92,0,0.37,0.74,0.37,17.76,0,2.96,0,99.16,33.3,0.74,1.85,4.07,2.59,0,9.62,0.74,4.81,0.37,0,0,1.48
3Month,0,0.21,0.42,2.18,0.21,0,0.21,0.73,0.1,2.08,0,1.46,1.56,1.35,1.04,0.52,0.52,2.5,6.45,1.56,0.62,0.1,5.2,0.83,2.81,1.87,0.42,0.52,28.6,0.83,0,0,0.21,0.52,3.85,2.91
22Month,0,0.55,0,2.32,0.27,0,0,0.41,0.14,2.6,1.09,5.6,0.82,3.42,0.41,0,0.41,2.32,10.11,0.55,1.23,0,5.74,0.41,2.19,4.78,0.14,0.14,11.34,2.19,0.41,0,0.14,0,0,1.37
