stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,5,1,0,6,2,0,0,0,0,0,1,0,0,0,0,2,7,5,39,0,0,0,1,15,263,0,0,5,0,0,0,0,0,0,0,0,0
72hpf,2.82,1.13,0,2.54,1.13,0.28,0,0.56,0,0,0,0,0,0.28,0,1.69,1.97,0.56,9.86,0,0.56,0.28,0.28,25.37,54.11,0,0,6.2,0,0,4.23,0.28,0.28,0.28,0,0,0
21Day,6.66,0.74,0,9.25,0.37,1.48,0,2.96,0,0.37,0,0.37,0,3.33,0.74,1.11,4.81,1.48,15.91,0,0,1.11,0,6.29,16.65,0.37,0.37,1.85,1.11,0,4.07,0,0.37,0,0,0,0.37
3Month,0,0,0,0.31,0,0,0.1,0.1,0,0,0,0.31,0,0,0.31,0.1,0.1,0.42,0.1,0.1,0,0,0.1,0.1,0,0.1,0,0,0,2.7,0,0,0,0,0.31,0.31,0.73
22Month,0,0.14,0.14,1.64,0,0,0,0,0.41,0.27,0,5.19,0.41,1.09,1.37,0.14,0,0.96,2.73,0.14,0.14,0.14,0,0.14,0,0.14,0.41,0.27,0,1.64,0,0,0,0,0,0,0.14
