stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,67,5,0,0,0,0,1,68,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0,0,0,0,0,0,2.82,0,0,0,0.28,0,0,0.28,4.51,1.41,0,0.28,0,0,24.52,9.86,0,0.56,0,0,0,0,0,0.28,0.28,0,0,0
21Day,1.85,0.37,0.37,3.7,0,1.48,0,1.85,0,0,3.7,0,0,1.48,16.28,0.74,0,1.11,16.28,2.96,0,0,0,0,11.47,8.14,0,0.74,0,1.48,0.74,0,0.37,0,0,0,0,14.8
3Month,0.31,0.31,0.52,6.03,0,0,0.52,0.42,0.1,0.83,84.25,0,6.24,21.64,0.62,2.08,0.31,2.39,20.28,3.02,0.42,0.31,0.83,0.83,0.42,0.31,0.42,0.42,0,0,1.04,0.1,17.58,0.1,0,1.46,2.5,95.8
22Month,0,0.55,0,1.78,0.14,0,1.37,0.14,0,0.27,113.15,0.55,4.37,1.5,0.68,0.68,0.14,0.55,37.17,1.5,0,0.27,0.14,0.14,0,0,0.14,0.27,0.41,0,0.27,0,6.7,0.27,0.14,0.14,0,20.77
