stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,7,9,0,26,4,0,0,0,0,0,3,0,0,0,0,0,4,7,34,53,0,0,0,0,23,661,2,0,19,0,0,0,0,0,0,1,0,0,0
72hpf,1.69,2.54,0,9.02,1.97,1.69,0,0.56,0,0,1.41,0,0,0,0.56,0,1.41,5.64,3.38,21.98,0,0,1.13,0.56,78.64,98.36,0,1.41,24.24,0,0,0,12.12,0.28,0,2.54,0,0,0
21Day,10.73,0.37,0.37,34.41,2.59,8.88,0,5.92,0,0,2.59,0,0.74,1.11,10.73,0.74,1.48,5.55,12.21,37,0,0,2.59,0,48.1,46.99,1.48,1.48,29.97,4.81,0,1.11,13.32,0,0.74,1.85,0,0,3.33
3Month,0.31,6.55,0.52,33.49,1.66,0,1.04,1.14,0.31,1.66,106.1,0.21,7.7,46.91,4.78,2.7,6.66,19.45,39.94,23.72,2.7,0.1,5.82,7.28,3.02,2.39,3.33,1.04,1.04,1.98,0.21,46.6,2.29,0,0,1.25,7.18,34.43,13.52
22Month,0.68,11.07,0.82,26.65,0.14,0,1.64,0.96,0.14,2.32,182.43,7.11,16.94,13.8,10.11,2.6,3.01,11.07,64.23,40.04,0.96,1.09,3.96,0.14,2.87,1.5,4.1,1.23,0.41,0.27,0,10.93,17.22,0.68,0,0.82,1.09,0.68,6.01
