stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,2,0,19,0,0,0,1,0,0,0,2,0,0,0,0,7,6,21,31,0,0,0,1,7,113,0,0,0,2,0,0,0,0,0,1,0,0,0
72hpf,0.56,1.13,0,6.76,1.69,3.95,0,0,0,0,0,0,0,0,0,0,4.23,9.86,1.41,5.92,0,1.13,0,0,7.05,15.22,0.28,0.56,0,8.74,0.28,0,3.1,0.28,0.28,0,0,0,0
21Day,0.74,0,0,14.06,0.37,12.58,0,6.29,0.37,1.11,0,0,0.74,0,3.33,1.85,6.29,3.33,2.59,9.25,0,0,1.85,0,4.81,6.29,0,0.37,0,3.33,1.48,0,1.11,0.37,0.74,0,0,0,1.85
3Month,0.1,1.14,0.42,12.9,0.1,0,0.21,0.42,1.77,3.12,0.1,0,24.55,2.29,0.83,10.71,4.06,3.85,4.99,4.78,0.62,0.1,3.95,1.04,0.31,0.1,1.46,0.1,0,0.52,0.94,8.53,0.1,0,0,0.1,1.46,2.91,4.16
22Month,0,1.09,0.41,5.88,0,0,0.27,0,1.37,8.2,2.6,0,35.8,1.5,0.55,11.75,0.82,1.09,3.55,2.73,0.27,0.55,1.91,0.14,0.41,0.14,0.82,0.14,0.27,0,0,0.27,0.27,0,0,0,0.27,0,1.5
