stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,1,0,3,0,0,0,0,0,0,0,10,0,0,0,0,1,10,1,2,0,0,0,0,292,23,0,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,0,0,1.97,0.56,4.51,0,0.28,0,0.28,0,0,0,0,0,0,1.41,6.76,0.56,4.79,0,0,0,0,162.63,14.94,0.28,0.85,5.36,0,0,3.95,0.28,0.28,0,0,0
21Day,0.74,0.37,0,5.92,0,2.59,0,0.74,0,0.37,0,0,0,0,1.11,0.74,0.74,3.33,1.48,2.96,0,0,0,0,58.09,2.22,0,0,0.37,0.74,0.37,1.11,0.74,0.37,0,0,0.37
3Month,0,0.21,0.1,2.29,0.1,0,0.1,0.1,0.1,0.62,0,0,3.85,1.14,0,1.66,0.1,0.52,0.73,0.62,0.42,0,0.31,0.21,9.36,0,0,0.21,0.1,0.31,9.57,0.21,0,0,0.21,3.33,1.04
22Month,0,0.68,0.27,2.46,0.14,0,0.27,0.14,0.27,2.19,1.23,0,17.9,0.82,0.68,3.14,0.27,0.27,2.6,2.19,0,1.23,0.55,0,4.92,0.27,0.41,0.14,0,0.55,10.8,0.27,0,0,0.14,0,0.55
