stage,Epithelial.cell,Hepatocyte,Mesenchymal.cell,Neural.progenitor.cell,Oligodendrocyte,Primordial.germ.cell,Spermatocyte
24hpf,1,0,0,1,0,0,0
72hpf,0,0,0.281848056003223,0,0,0,0
3Month,0,0.208034013289345,0,0,0.104017006644673,0.832136053157381,1.45623809302542
