stage,Endothelial_cell,Enterocyte,Epithelial_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Primordial_germ_cell,Radial_glia,Retinal_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,0.28,0.28,0,0,0,0,0
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37,0.37,0,0,0,0,0,0
3Month,0,0,0,0,0,0,0.1,0,0.1,0,0,0,0,0,0,0,0.21,0,0,0.1,0
22Month,0.14,0.14,1.09,0.14,0.55,0.82,6.29,0.14,2.05,0.27,0.27,0.14,0.96,0,0,0,0,0.27,0.14,0,0.41
