stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,10,17,0,6,0,0,0,0,0,0,0,0,11,0,0,0,0,3,0,49,12,0,0,0,3,9,70,1,0,0,3,0,0,1,0,0,1,0,0,0
72hpf,8.17,49.04,0,25.65,1.13,4.23,0,0.56,0,0,0.28,0,0,0.56,0,0,0,17.47,9.58,2.25,86.81,0,4.23,3.38,5.36,36.36,36.36,0.56,0.28,0,337.37,0.85,0.56,3.38,0,0.28,5.36,0,0,0
21Day,10.36,32.19,2.59,46.25,1.48,6.29,0,1.85,0,0.74,1.48,0.74,0,6.66,0.37,11.1,1.85,18.13,12.21,16.28,194.98,0,0.37,15.54,0.37,20.72,19.98,0.37,1.48,0,144.66,6.29,1.85,2.59,0.74,1.85,2.96,3.7,0,4.07
3Month,0.42,48.26,4.16,43.17,0.31,0,2.81,0.52,0.1,4.68,10.71,0.31,0,611.72,7.8,1.25,11.13,11.03,5.82,26,164.35,72.29,1.25,16.75,30.06,1.77,0.52,2.18,1.87,0,34.01,8.53,17.68,0.42,0.1,0,0.52,92.68,5.41,17.68
22Month,0.41,81.99,1.91,40.72,0.41,0,2.6,0.27,0.82,15.03,7.79,12.16,0,775.76,5.19,3.28,5.06,5.6,2.32,33.89,142.12,10.66,15.44,24.87,2.73,2.19,1.09,3.83,2.46,2.73,31.16,0.96,6.83,1.23,0.68,0,1.09,17.63,0,5.88
