stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,1,1,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0
72hpf,0.28,0.28,0,1.97,0,0.28,0,0,0,0.56,0,0,0,0,0,0,1.41,0.56,0,0.28,0,0.56,0,0,2.54,2.25,0.28,0,0,0.28,2.25,1.41,0.56,0,0,0,0
21Day,0,0,0,2.96,0.37,1.11,0,1.11,0.37,0,0,0,0,0.37,1.48,0.37,0,0.74,0,0,0,0,1.48,0,0.37,0.74,1.11,0,0,0.37,1.85,0,0,0,0,0,0
3Month,0.1,0.94,0.21,8.01,0,0,0.1,0.31,17.06,1.04,0,0,24.34,10.4,0.42,1.04,0.94,1.04,3.43,0.62,0.1,0,6.97,0.1,0.73,0,4.58,0.42,0,0,2.29,12.17,0.31,0.21,0.42,1.14,1.14
22Month,0.14,1.09,0.55,6.29,0,0,0.27,0.55,7.38,2.19,0.55,0,175.87,8.34,2.6,2.6,0,0.41,2.19,1.23,0,3.69,2.05,0,0.68,0.14,6.83,0.68,0.96,0,0.82,13.8,0.14,0.82,0,0,2.05
