stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Spermatocyte
24hpf,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,3.95,0,0.28,1.41,0,0,0,0,0,0,0,0.28,0,0.28,0,0,0,0,1.13,0.56,0,0,0.56,0,0,0,0
21Day,4.44,0,0,3.33,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,1.48,1.11,0,0,0.37,0,0,0,0
3Month,0.21,0,0.31,0,0.1,7.59,0,3.12,0.21,0,0.31,0.21,0.1,3.33,0.21,0,0.1,0.21,0.1,0,0.1,0,0,0.1,0.73,0,0.21
22Month,0,0.27,0.14,0.14,0,3.55,0.14,9.7,0,0.27,0.27,0,0.14,0.82,0,0.14,0,0,0,0,0,0.14,0,0,1.23,0.14,0
