stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,7,5,0,0,0,0,5,34,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,0.85,1.97,0,3.95,1.13,2.25,0,0,0,0,0,0,0,0,0,1.41,9.3,4.23,5.07,0,0.28,0,0.28,8.17,3.95,0,0,3.1,0,0,0.85,0,0,1.13,0,0,0
21Day,1.11,0.74,0.74,9.25,0.74,3.7,0,1.48,0,0.37,0,1.11,0.37,1.85,0,0.37,3.7,3.7,4.81,0,0.37,1.85,0,2.59,2.59,1.11,0,1.11,0.74,0,0.37,0.74,0.37,0.74,0,0,0.74
3Month,0.1,1.35,0.42,12.69,0,0,0.42,0.1,1.56,6.87,0,31.62,8.32,0.42,4.68,1.46,5.2,13.94,3.74,1.14,0,1.25,1.04,0.42,0,0.21,0.42,0.31,0.31,2.08,0,0,0,0,1.66,8.43,3.74
22Month,0.27,1.91,0.55,5.06,0,0,0.27,0,1.37,10.93,3.83,55.89,3.42,0.27,2.6,0.27,1.09,19.27,4.24,0.41,1.09,1.23,0,0.14,0,0.27,0.27,0.27,0.14,0.82,0.82,0.27,0,0,0.14,0.14,2.19
