stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0,0.28,0,0,0,0,0,0,0,1.69,0,0,0.28,0.85,0,0,0,0.28,0,1.41,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,1.48,0,0,7.4,0,2.22,0,1.48,0,1.11,0,0.37,0.74,15.54,0.37,1.48,2.96,5.92,2.22,0,0,0.37,0,2.59,1.11,0.37,0.37,0.74,0.74,0,0.37,0.74,0,0.74,0,0,12.21
3Month,0.21,4.37,1.77,41.81,0.1,0,0.73,0.94,14.46,33.91,0,25.8,87.69,7.28,29.54,3.02,11.65,32.97,5.82,1.56,0,7.49,1.87,1.77,0.21,1.56,0.21,0.52,2.6,0.21,4.58,0.83,0,0.21,2.29,2.18,56.9
22Month,0,5.33,1.37,15.99,0,0,0.68,0.82,6.29,20.77,1.09,29.38,30.75,10.25,34.57,0.27,2.87,26.24,5.47,0.41,1.23,3.83,0.27,0.96,0.27,2.32,0,0.55,0.27,0,8.75,1.37,0.27,0.55,0.14,0,20.63
