stage,Cardiomyocyte,Endothelial.cell,Enterocyte,Epithelial.cell,Erythrocyte,Erythroid.progenitor.cell,Granulocyte,Granulosa.cell,Hatching.gland,Hepatocyte,Intestinal.bulb.cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal.cell,Mt.rich.cell,Muscle.cell,Neural.cell,Neural.progenitor.cell,Neurosecretory.cell,Oligodendrocyte,Oocyte,Osteoblast,Primordial.germ.cell,Radial.glia,Retinal.cell,Retinal.pigment.epithelial.cell
24hpf,1,1,0,13,1,1,0,0,2,0,0,1,8,2,10,0,0,4,58,0,0,0,3,0,0,0,0
72hpf,0.563696112006446,0,0,0.84554416800967,0,0,0,0,0,0,0.281848056003223,0,13.2468586321515,0,0.281848056003223,0,0,0.563696112006446,0,0,0,0,0,0.281848056003223,0.281848056003223,0,0.281848056003223
21Day,0,0,0,0,0,0,0,0,0,0,0,0,0.369986860264282,0,0.369986860264282,0,0,0,0,0,0,0,0,0,0,0,0
22Month,0,0.546597727952532,0.273298863976266,0.683247159940666,0,0,0.273298863976266,0.136649431988133,0,4.50943125560839,0.273298863976266,0.136649431988133,0,0.273298863976266,0.683247159940666,0.273298863976266,0.273298863976266,0,0,0.136649431988133,0.136649431988133,12.5717477429082,0,0,0,0.136649431988133,0
