stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,1.13,0.56,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,0.37,0,0,1.48,0,0.37,0,0,0,0,0,0.37,0,0.37,1.11,0,0,0,0.37,0,0,0,0,1.48,0,0,0,0,0,0.37,0,0.37,0.37,0.37,0,0,0
3Month,0.1,0.42,0.94,5.3,0,0,0,0.1,1.25,0.83,0.1,26.94,1.14,0.31,16.23,0.52,1.25,1.04,1.46,0.31,0,0.52,0.73,0.21,0,0.42,0.1,0,0.1,1.04,1.14,0,0,0,0.52,0.31,1.98
22Month,0,0.82,0.82,2.46,0,0,0.14,0.14,1.09,1.64,0.82,41.68,0.14,0.14,20.63,0.14,0.27,2.05,1.09,0,2.73,0.55,0,0.14,0.14,0.41,0,0.14,0,0.14,0.27,0.27,0,0,0,0,0.82
