stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,47,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0
72hpf,0,0.28,0,0,0,0,0,0,1.41,0,0,0,3.1,0,0,0,0.28,0,0,0,0,0,0.56,0.56,0,0,0,0,0,0,0,0,0,0,0.28
21Day,1.48,0,0,4.81,3.7,0,0,0,0.74,0,0.74,0.37,27.75,0.37,0.74,1.85,21.46,4.07,0,0,0.37,0,5.18,2.22,0,0.74,2.22,2.22,0,0,0.37,0.74,0.37,0,82.14
3Month,0.1,1.04,0.1,2.29,0,0.62,0,0.73,1.46,0,4.68,2.08,0.31,1.66,0.42,1.35,1.35,2.81,0.31,0,0.52,0.62,0.31,0.1,0.21,0.21,0.1,0.73,2.18,0,0,0,0.21,1.66,90.18
22Month,0,1.5,0.14,1.5,0,0.27,0.14,0.41,2.32,0.41,5.6,0.68,0.96,0.68,0.14,0,2.73,2.73,0.14,0.68,0.41,0,0.41,0,0.41,0.14,0,0.68,0.41,0.41,0,0,0.27,0,88.69
