stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.28,1.13,0,0,0,0.28,0,0,0,0,0,0,0.28,1.41,0,2.82,0,0,0,0,9.02,4.51,0,0,2.25,0,0,0.28,0,0,0,0
21Day,1.11,0.37,0,4.44,0.37,4.44,0,1.48,0,0,0,0,0,0.37,1.85,0.37,0,1.85,0.37,3.7,0,0,0.37,0,4.81,1.85,0.37,0,1.85,0.74,0.37,0.37,0.37,0,0,1.48
3Month,0.21,0.42,0.21,6.14,0,0,0.31,0.31,0.52,3.54,0,0,13.11,4.99,0.52,3.12,0.62,2.5,1.98,3.02,0.83,0,1.04,0.31,0.73,0,0.62,0.31,0.1,0.31,3.12,0.1,0,1.14,2.6,3.95
22Month,0,0.82,0.41,3.28,0,0,0.27,0.14,0.68,4.65,1.91,0,29.65,2.46,1.09,3.55,0.27,0.55,1.78,1.37,0,1.5,0.82,0,0.14,0,0.68,0,0,0,0.41,0,0,0,0,1.64
