stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0.28,0,0,0,0,0,0.56,0,0,0.85,4.51,0,0,0.28,0,4.51,0,0,0.28,0.85,0,0,0,0.28,0.56,0,0,0,0,0,0,0
21Day,1.11,0,0.37,2.96,0,2.59,0,0,0,0.74,0,33.3,0,0,1.11,0,2.96,0,4.44,0,0,2.22,0,3.7,1.48,0,0.37,0,1.11,2.59,0,0,0,0.37,0,0,0.37
3Month,0.31,0.31,4.47,15.81,0.1,0,4.58,0,3.22,3.12,0.1,1083.34,4.37,0.62,18.1,4.26,5.2,4.06,5.82,1.04,1.87,3.02,1.77,0.52,0.1,0.94,1.04,0,0.21,21.22,3.85,0.83,0.1,0,2.29,2.18,4.89
22Month,0.82,1.23,0.96,2.6,0,0,4.1,0.14,0.55,2.19,0.27,891.5,0.68,0.27,3.14,0.14,0.68,1.91,3.55,0,33.21,1.23,0,0.27,0,0.41,0.96,0.41,0.14,1.5,0.27,0.55,0,0,0.14,0,2.87
