stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0.28,0.56,0,0.85,0,0.28,0,0,32.69,2.25,0.56,0.28,0,0.28,0,0,0,1.13,0,0,0,0
21Day,0.37,0,0,0,0,0.74,0,0.37,0,0,0,0.37,0,0.37,0,0,0.74,0,0.37,0,0,0.37,0,17.02,1.11,1.11,0,0,0.37,1.11,0,0,0.74,0,0,0,1.48
3Month,0,0.21,0,3.74,0.21,0,0.1,0,0.21,0.52,0,6.55,0.42,0.21,1.87,0.1,1.04,1.14,0.94,0.42,0,0.21,0.42,2.29,0.1,3.02,0.1,0,0.1,0.1,0.1,4.99,0,0,0.1,3.85,0.62
22Month,0,0.55,0.27,1.37,0,0,0.41,0.27,0.41,1.5,1.23,19.54,0.55,0.41,2.19,0.14,0,1.64,1.64,0,0.55,0.68,0,0.82,0,2.46,0.14,0.14,0.14,0,0,1.91,0,0.41,0.14,0,0.41
