stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,8,1,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0.85,0.28,0.56,0,0,0,3.1,2.54,0,0,0,0,0,0.28,0,0,0,0.85,0,0,0
21Day,11.1,0,0,11.47,0.37,2.22,0,0.74,0,0,0,0.74,0,2.96,0.37,2.96,5.55,0.74,3.33,0,0.37,0,2.96,2.22,0,0,0,1.11,1.48,0,0.37,0.37,1.11,0.74,0,0,6.66
3Month,0.52,0.73,1.14,38.07,0.21,0,0.1,0.21,5.82,1.04,0,4.16,1.46,0.73,33.08,1.87,2.81,5.62,1.56,0,0.83,0.1,1.04,0.1,1.56,0,0,0.1,0.73,17.58,0.1,0,0,0.52,0.83,3.43,10.82
22Month,0.55,5.06,3.55,31.57,0.27,0,0.82,0.96,3.01,1.78,1.23,54.25,0.96,3.14,46.46,1.91,5.6,3.42,4.92,2.6,2.05,0.14,0.82,0.14,3.83,0.41,0.27,0.14,1.23,7.52,0.96,0,0,0.41,1.09,0,4.24
