stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,59,0,1,0,0,0,0,0,0,0
72hpf,0.56,0,0.85,0,0,0,0,0,0,0,0,0,0.28,0,0.56,1.41,0.28,0.85,0,0,0,3.66,19.73,0,1.41,0,0,0.56,0,0,0,0
21Day,1.11,0,4.81,0,7.03,0,2.22,0,0,0,0,0,1.11,0.37,0,1.48,0.37,3.7,0,0,0,1.11,8.14,0,1.48,0.74,0,0.37,0.37,0,0,0.37
3Month,0,0,1.35,0,0,0.1,0.1,1.04,0,0,1.25,0.42,0,0.52,0.1,0.1,1.87,0,0,0.1,0.1,0.31,0.1,0.1,0.1,0,12.17,0,0,0.94,0.73,0.52
22Month,0,0.27,0.14,0.14,0,0.14,0,0.82,0.14,0,3.96,0.27,0.27,0.41,0,0,0.82,0.27,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0
