stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.28,0,0,0.28,0,0.56,0,0,0,12.4,0,0,0,0,0,0,4.79,4.51,0,0,0,0,0,0.28,0.56,0,0.28,0,0.56,0.28,0,0,0,0,0,0,0,0
21Day,0.37,0,0.37,55.13,0,2.22,0,0.74,0,21.09,0,0.74,20.72,2.22,0,1.48,56.61,32.56,1.85,0,0,0,0,3.33,1.11,0,0,0,1.48,2.59,0,0,0,0,0.74,0,0,8.51
3Month,0.73,1.77,0.83,45.14,0,0,2.7,0.31,3.22,439.68,0.1,26.52,725,0.94,10.61,2.5,9.88,26.32,7.91,1.77,0.1,2.6,1.66,1.25,0.42,1.14,1.14,0,0.73,4.58,3.12,3.43,0.42,0.1,0,4.26,6.03,21.84
22Month,0.41,3.01,0.96,21.18,0.14,0,5.47,0.27,2.46,1080.62,2.87,42.91,224.11,2.05,5.33,0.68,2.32,49.19,5.06,0.14,1.91,0.55,0.14,0.96,0.55,1.23,0.55,2.05,0.14,1.23,0.14,0.14,1.78,2.87,0,0.41,0,30.2
