stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,1,4,27,0,0,0,1,0,0,0,0,0,0,0,0
72hpf,1.97,1.41,0,2.54,2.82,0.85,0,0,0,0,0,0,0,0.56,0,0.28,2.82,0.28,7.33,0,0,0.28,0.28,131.9,46.79,0.28,0.85,0,8.17,0,0,5.64,0.85,0.28,0,0,0
21Day,1.85,0.74,0,5.92,1.11,2.22,0,0,0,2.59,0,0,0,2.96,0.37,0,3.7,0.74,10.36,0,0,2.22,0.37,42.92,14.06,0.37,0,0,2.22,2.22,0,6.66,0,0.37,0,0,0
3Month,0.94,8.74,0.52,24.65,0.94,0,0.52,0.1,7.7,67.92,0,5.1,1.87,1.77,1.56,2.18,1.46,3.22,8.74,1.25,0,4.37,10.92,2.7,0.31,3.33,0.21,0,0.21,2.39,1.56,1.66,0,0.1,4.16,1.04,1.46
22Month,0,12.3,0,7.52,0.14,0,0.82,0,3.69,70.65,0.55,11.62,1.37,4.92,1.78,0.82,0.68,5.33,6.42,0.14,0.82,1.91,0.68,1.09,0.14,1.78,0.14,0.14,0,0,1.5,2.87,0.27,0,0.41,0,0.82
