stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,20,28,2,0,1,0,0,0,0,0,0,0,0,0
72hpf,5.07,0.28,0,1.13,12.4,3.95,0,0,0,0,0,0,0.28,0,1.41,8.17,0.85,4.79,0,0,0.28,0,457.44,41.43,0,0.28,7.33,0,0,2.82,0.28,0,0.28,0,0,0
21Day,1.48,0.74,0.74,3.33,7.03,3.33,0,0,0,0,0.37,0,1.11,1.85,0.37,4.81,0.37,2.22,0,0.74,1.11,0,161.68,13.69,0,0.74,2.96,5.55,0,1.11,0.74,1.48,0.37,0,0,0
3Month,0,0.21,0.1,2.81,3.95,0,0.1,0.21,0.21,0,4.47,0.42,0.1,1.77,0.31,0.94,0.31,1.25,0.31,0.1,0.31,0,0.83,0.1,0.62,0,0.21,0.1,0.94,0.21,0,0,0,0.31,0.31,0.42
22Month,0.14,0.55,0.41,2.46,1.64,0,0.14,0.41,1.78,0.55,27.88,0.27,0.27,2.46,0.14,0.55,1.64,1.91,0,0.96,0.27,0.14,1.5,0,1.09,0.14,0,0,1.37,0.14,0,0,0,0.14,0,0.41
