stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,1.13,0.85,0,1.97,0,1.69,0,0,0,0,0,0,0,0,0.28,0,0.56,1.69,0,3.66,0,0,0,0,17.19,9.58,0.28,0,0,4.23,0.28,0,1.13,0,0.56,0,0,0
21Day,1.48,0.37,0,4.81,0,2.96,0,1.48,0,0,0,0,0.74,0.37,0.74,0,0.37,2.22,0.37,4.07,0,0,0.74,0,7.03,4.07,0,0.37,0,1.48,0.74,0,1.11,0,0.37,0,0,1.85
3Month,0.1,0.52,0.21,8.95,0.1,0,0,0.42,0.21,2.81,3.02,0,11.96,1.25,0.62,3.54,0.94,4.06,1.56,6.03,0.62,0,1.04,0.73,0.42,0.1,1.04,0.1,0,0,0.31,3.85,0.1,0,0,2.08,11.44,1.66
22Month,0,1.78,0,1.91,0,0,0.14,0,0,0.41,2.32,0.55,9.29,0.68,0.82,1.5,0.14,0.55,1.64,2.32,0,0.27,0.14,0.14,0.14,0,0.14,0.41,1.09,0,0.14,0.27,0.96,0.14,0,0,0,0.55
