stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Spermatocyte,T_cell
24hpf,1,0,0,3,0,0,0,0,0,0,0,0,0,1,28,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
72hpf,7.33,0,0,0,0.56,0,0,0,0,0,0,0,0.28,0,1.69,0,0,0,0,3.95,1.69,0,0,0.28,0,0,0.28,0.28,0,0,0
21Day,8.51,0,0,1.11,0,0,0,0,0,0,0,0,1.11,0,0.74,0,0,0,0,1.48,1.11,0,0.37,1.11,0,0,0,0,0.37,0,0
3Month,45.14,1.14,0,1.87,0,0.42,0.83,0,2.91,1.25,0.94,0.83,0.83,0.62,1.04,0.31,0,0.21,0.1,0.31,0,0.21,0.1,0.1,0.31,1.04,0.1,0,0,0.62,0.42
22Month,44.68,0.14,0.14,0.14,0,0.14,0.96,0.27,4.92,0.14,1.09,0.14,0.14,0.55,0.55,0.14,0.14,0,0,0,0,0,0.14,0,0,2.46,0.14,0,0,0,0
