stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,21,2,0,64,0,0,0,1,0,0,1,0,8,0,0,0,0,6,20,17,60,0,1,0,1,40,427,0,0,6,0,0,0,0,0,0,6,0,0,0
72hpf,25.65,12.97,0,36.64,6.48,18.6,0,2.25,0,0,0.85,0.28,0,0.85,0,1.41,0.28,23.39,105.13,6.2,94.14,0,10.15,3.95,2.82,530.44,169.39,1.69,8.74,104.57,2.82,0,0.56,52.14,2.25,2.54,14.09,0,0,0.28
21Day,62.16,17.76,3.7,166.49,9.62,54.39,0,43.29,0,1.48,6.29,0,0,21.46,3.33,19.24,31.82,13.69,65.86,33.3,223.1,0.37,1.48,22.94,3.7,237.16,104.34,2.59,17.76,116.55,28.86,0,3.33,48.84,7.77,21.46,7.4,0.37,0,11.84
3Month,0.73,7.91,2.6,50.66,0.52,0,1.35,0.62,0.31,5.51,13.63,0.1,0,128.25,6.35,1.87,24.34,5.41,19.97,11.65,27.67,3.95,0.52,3.74,7.91,2.08,0.83,2.6,3.12,1.35,2.91,0.1,39.01,1.35,0.1,0,0.31,6.66,19.45,9.15
22Month,0.27,16.53,2.05,26.1,0.27,0,1.37,0.55,0.14,3.28,26.1,14.35,0,204.29,3.83,3.55,24.46,1.09,6.83,21.45,31.57,1.64,5.88,2.6,0.55,2.05,0.14,3.96,5.33,1.78,0.27,0,9.98,4.1,0.41,0,0,2.32,0,5.6
