stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0
21Day,0.37,0.37,4.81,10.36,2.22,0,0.37,0,0.37,0,0.37,0.37,0.74,27.01,0.37,1.85,0.37,1.85,0,0,1.11,0,2.22,0.74,2.96,0,0,0.37,0,0,0.37,0,0.37,0.37,0,0,0.37
3Month,0.31,0.83,0.94,46.7,0,1.25,0,11.96,2.5,0,24.65,2.6,0.21,233.21,1.14,3.12,1.77,2.5,0.42,0.42,14.25,0.31,0.31,0,16.54,0.62,0,0.1,3.74,3.43,0.21,0.1,0,0,1.35,1.35,2.7
22Month,0.14,0.14,0.68,10.52,0,0.14,0,4.65,0.41,0.27,93.19,0.82,0.14,11.21,0.14,0.82,0.41,1.09,0,1.5,11.62,0,0,0,19.68,0,0.14,0,0.27,1.78,0.14,0,0,0,0,0,0.27
