stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,8,1,0,21,0,0,0,1,0,0,1,0,0,0,0,0,0,9,2,16,0,1,0,0,12,141,0,0,0,8,0,0,0,0,3,0,0,0
72hpf,32.98,1.13,0,3.95,1.69,1.97,0,0,0,0,0,0,0,0,0.28,0,2.25,14.94,1.13,20.57,0,0,0.28,0,40.59,72.15,0.28,0.56,0,25.08,1.13,0,9.58,0,1.69,0,0,0
21Day,30.71,2.22,0,11.47,1.85,1.85,0,0.74,0,0.37,0.37,0,1.85,0,0.74,0.37,1.85,5.92,1.48,14.06,0,0,4.44,0,15.54,19.24,0.37,0.74,0,24.42,1.11,0,5.18,1.11,0,0,0,0.74
3Month,0.83,0.62,0,11.34,0.52,0,0.31,0.21,0.1,1.66,2.08,0.21,10.19,1.14,0.21,2.81,0.94,2.81,0.83,11.13,7.7,0.1,1.25,0.62,1.56,0.31,0.62,0.52,0,0.94,0.62,23.72,0.73,0,0.42,0.83,48.89,2.7
22Month,0,0.41,0.27,4.51,0.55,0,0,0.14,0,0.41,1.78,0.96,14.35,0.27,0.41,1.5,0.14,0.96,2.32,5.74,0.27,0.41,0.68,0,0.68,0.27,0.14,0,0.55,0.14,0,4.1,1.09,0,0,0.14,0.14,0.82
