stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,T_cell
24hpf,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0
72hpf,50.17,0,0.85,0,0,0,0,0,0,0,0.56,0.56,0,1.41,0,3.95,1.97,0.28,1.41,0,0,0.28,0,0.28,0
21Day,15.54,0,0.37,0.37,0,0,0,0,0,0,0.37,0.74,0,3.33,0.74,1.48,1.11,0,0.37,0.37,0,0.37,0.37,0,0
3Month,0.42,0.1,0.1,0,0,0.1,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0,0,0,0.1
22Month,0,0.55,0.96,0,0.14,0.27,0.41,2.19,0.14,0.27,0,0,0.14,2.05,0,0,0,0,0,0,0,0,0,0.14,0
