stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
72hpf,0,0,0,1.13,0.28,0,0,0,0,0,0,0,0,0,0,0.56,4.23,0.56,0,0,0,0,0,0.56,0.85,0,0,0.28,0,0,0.28,0,0,0,0,0
21Day,0,0,0,1.85,0.37,0.37,0,0,0,0,0,0,0,0.37,0,0,2.59,1.11,0.74,0,0,0,0,0,0,0,0,0.37,0,0,0,0,0,0,0,0.37
3Month,0.1,0.73,0.21,14.25,0.1,0,0.21,0,2.08,26.32,0,3.54,8.22,0.21,3.33,0.42,6.03,12.38,9.05,1.87,0,1.56,0.94,0.21,0,0.94,0.1,0.62,0.21,1.14,0,0,0.21,0.42,0.62,7.8
22Month,0,0.68,0.68,5.6,0.14,0,0.55,0.27,0.41,16.94,1.78,24.46,1.78,0,0.82,0,1.23,8.75,10.52,0.41,0.14,0.55,0,0,0,0.55,0.27,0.27,0.68,0,0,0.14,0.14,0.14,0,3.01
