stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,2,2,0,7,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,22,0,0,0,5,102,1,0,0,0,0,0,0,0,0,0,0
72hpf,2.82,1.13,0,1.13,0.56,0.85,0,0,0,0.28,0,0,0,0,0,0,1.13,5.92,0.56,4.23,0,0.28,0,17.19,16.35,0.28,0,3.1,0.28,0,2.25,0.28,0.28,0,0,0
21Day,2.22,0.74,0,3.7,0.37,0.74,0,0,0,0.37,0,0,0,0,2.22,0.37,0.37,0.37,0.37,5.92,0,0,0.74,4.44,7.03,0,0,2.22,0.37,0,0,0.37,0,0,0,0
3Month,0.1,0.31,0.42,8.84,0,0,0.21,0.1,1.14,1.14,0,0,7.18,0.52,0.31,2.81,0.52,3.43,1.35,2.7,0.21,0.1,0.21,0.42,0,0.31,0.21,0.21,0.1,1.04,0.31,0,0.1,0.31,0.83,0.73
22Month,0,0.27,0.27,0.55,0,0,0.14,0,0.14,0.82,0.41,0,3.55,0.14,0.27,1.64,0.14,0.27,0.14,2.05,0.27,0.14,0.14,0.14,0,0,0,0,0.14,0.27,0,0,0,0,0,0
