stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72hpf,7.89,0.85,0,2.25,0,2.82,0,0.28,0,0,0,0,0.28,0,0.28,0,1.13,20.57,1.97,36.36,0,0.85,95.83,0.28,27.06,16.35,0,3.38,0,12.12,0,0,0,1.69,0.28,0,3.66,0,0,0
21Day,28.86,8.14,3.7,87.32,2.96,51.43,0,8.88,0,0.74,5.55,0,12.58,3.33,12.95,7.77,4.07,53.28,16.28,166.86,0,0,538.33,0.74,93.61,45.88,1.85,9.62,0,45.14,34.41,0,1.11,9.62,2.59,14.43,4.81,0.74,0,16.28
3Month,1.87,11.55,1.14,38.38,0.21,0,0.83,0.31,0.21,5.3,19.14,0,28.71,23.82,1.25,17.99,2.6,17.58,13.11,108.39,9.57,0.31,163.31,2.29,1.46,0.62,2.08,7.91,0,6.87,3.54,0.1,6.97,0.94,0,0,0.83,28.5,3.33,12.27
22Month,1.09,11.21,0.41,12.57,0.14,0,2.05,0.41,0,2.05,20.5,2.73,36.35,8.34,2.46,3.96,0.82,4.51,13.8,83.49,0.96,2.6,142.12,0.41,0.27,0,0.55,8.34,0.55,16.26,0.27,0,2.32,0.41,0.14,0,0.27,9.57,0,3.01
