stage,Endothelial.cell,Hepatocyte,Nephron.cell,Neural.progenitor.cell,Neurosecretory.cell,Primordial.germ.cell,Spermatocyte
24hpf,0,0,0,1,0,0,0
72hpf,0.281848056003223,0,0,0,0,0,0
3Month,0,0.208034013289345,0.104017006644673,0,0.104017006644673,0.416068026578691,0.104017006644673
