stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,21,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,7,0,0,0,0,26,38,0,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,15.78,0.56,0,10.99,2.25,8.74,0,0,0,0,0,0,0,0,0.28,0.28,1.97,18.6,1.69,20.57,0,1.97,0,0,969.28,49.04,4.79,0.56,0,15.22,0.28,0.28,6.48,0.56,0.85,1.13,0,0,0
21Day,4.44,0.37,0.37,16.28,2.22,6.66,0,0,0,0,0,0,2.59,0.37,1.48,0,1.48,3.7,1.48,11.47,0,0,3.33,0,261.95,17.39,0.74,0.74,0,5.55,7.77,0,6.66,1.85,1.85,0.74,0.37,0,3.33
3Month,0.42,0.31,0.62,17.89,0.31,0,0.21,0,0.1,0.52,0,0,3.95,0.83,0.42,2.08,5.72,1.35,2.6,9.05,2.39,0,1.87,0.21,7.18,0.94,7.7,4.47,0,0,0.94,9.78,2.5,0.31,0,1.77,3.33,25.17,6.87
22Month,0.14,0.55,0.14,9.7,0,0,0.14,0.14,0,1.09,0.68,0,13.53,0.14,0.27,1.37,2.32,0.55,1.5,15.71,0.14,0.96,0.14,0,9.57,0.27,6.97,0.41,0.14,0,0.14,9.7,11.21,0.55,0,1.37,3.69,0.14,0.41
