stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,5,1,0,0,0,0,0,0,0,2,0,0,0
72hpf,0.28,1.13,0,0.85,0,0.28,0,0,0,0,0,0,0,0.56,0,0.28,1.13,0.56,3.38,0,0.56,0,0.28,25.08,3.66,0,0,1.41,0,0,0.56,27.62,56.65,0.85,0,0,0
21Day,13.69,1.48,1.48,52.54,2.22,31.08,0,6.29,0,1.11,2.22,11.47,1.11,14.06,5.92,3.33,31.82,6.66,64.01,0,0,5.92,0.74,76.96,26.27,0.37,1.48,26.64,20.72,0.74,5.55,127.28,687.07,1.48,0,0,7.4
3Month,0,0.1,0.1,6.45,0,0,0,0,0.1,0,0.31,1.87,0.62,0.1,0.31,0.1,4.58,0.1,5.62,0.42,0,0,0.1,0.1,0,0.21,0,0,0.1,2.29,0,0.1,0.62,0.94,0.1,4.68,0.31
22Month,0,0.14,0.14,1.78,0,0,0.14,0,0,0,0.82,6.01,0.14,0.14,0.14,0,0.55,0.41,4.92,0.14,0.27,0.27,0,0,0.14,0.27,0,0,0,1.37,0.96,3.69,0.14,1.5,0,0,0.27
