stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Fibroblast,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.28,0,2.82,0.85,10.15,0,0.28,0,0,0,0,0.56,0,0,1.69,3.1,7.33,0.28,4.51,0,6.76,0.28,0.28,14.66,4.23,0.28,0,1.41,0.56,0,0,0.56,0,0.28,0.28,0,0,0
21Day,2.22,0.37,0,22.57,0.37,15.54,0,4.44,0,0,1.11,0,1.48,0,2.22,8.51,1.48,7.4,1.85,7.4,0,0,2.22,0,2.96,4.07,0.74,0,2.22,12.95,0,0.74,2.22,0,1.48,1.11,0,0,2.22
3Month,0.21,2.81,0.73,39.11,0.42,0,0.62,1.25,0.1,3.02,7.07,0,26.73,10.4,2.08,35.37,3.85,13.63,13.83,9.36,1.56,0.1,2.5,1.87,1.56,0.42,4.37,0.62,0.42,5.82,0.1,45.56,0.21,0,0,0.1,5.2,3.54,7.39
22Month,0.27,3.96,1.5,11.89,0,0,0.68,1.37,0,1.78,6.15,1.64,66.96,4.37,5.33,24.32,0.55,2.19,9.43,8.61,0.14,1.23,2.05,0.14,0.41,0,1.78,0,0.27,0.68,0,14.89,0.41,0.27,0,0.27,1.09,0,1.78
