stage,Epithelial.cell,Hepatocyte,Ionocyte,Keratinocyte,Macrophage,Mesenchymal.cell,Mesenchymal.cell..caudal.fin.,Neural.progenitor.cell,Primordial.germ.cell,Spermatocyte
24hpf,0,0,0,0,0,0,0,1,0,0
21Day,0,0,0,0,0,0.369986860264282,0,0,0,0
3Month,0.104017006644673,0.520085033223363,0.208034013289345,0.208034013289345,0.104017006644673,0,0.104017006644673,0,0.520085033223363,0.416068026578691
