stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hatching_gland,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,28,5,0,52,1,0,0,1,0,1,0,1,0,0,1,0,9,26,45,86,0,0,0,0,34,374,4,0,10,0,0,0,0,0,0,5,0,0,0
72hpf,20.01,5.07,0,27.9,6.48,9.58,0,0.56,0,0.85,0,0,0,0,2.82,0,13.25,69.62,6.48,49.89,0,2.54,2.54,0.85,731.11,299.32,2.25,1.13,39.46,0.56,0,0,19.17,9.02,5.07,2.82,0,0,0
21Day,25.16,4.81,1.85,143.92,4.81,34.78,0,15.54,1.11,4.44,0,0,1.85,2.96,58.83,8.51,8.51,66.6,28.49,77.7,0,0.37,5.18,0,259.36,86.21,4.81,5.18,27.75,13.69,0,0.37,9.25,10.73,20.72,1.11,0,0,23.68
3Month,0.42,2.29,0.94,26.32,0.42,0,0.62,0.52,3.74,13.94,0,0,14.04,11.03,1.46,10.19,1.46,6.87,14.04,8.43,0.94,0.31,2.7,2.08,1.87,0.62,1.25,1.14,0.31,0.62,0.42,8.84,0.83,0,0,0,2.91,6.35,16.75
22Month,0,5.19,0.96,11.07,0.14,0,0.96,0.41,1.64,27.88,2.46,0,28.29,4.24,3.28,8.06,0.96,2.05,10.25,7.11,0.27,0.96,1.37,0,1.09,0.27,1.78,2.6,0.41,0,0,1.23,0.96,1.23,0,0.14,1.23,0.14,6.7
