stage,Hepatocyte,Mesenchymal.cell,Neural.progenitor.cell,Osteoblast,T.cell
24hpf,0,0,2,2,0
72hpf,0,0.281848056003223,0,0.563696112006446,0
21Day,0,0,0,0,0.369986860264282
3Month,0.104017006644673,0,0,0,0
