stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Neural_cell,Neural_progenitor_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,T_cell
24hpf,0,1,4,0,0,0,0,0,0,0,2,27,2,0,0,4,0,0,0,0,0,0,0,0,0
72hpf,0,0,5.36,0.28,0,0,0,0,0,0,0.56,43.12,0,0.56,2.82,0.28,0,0.56,0,0,0,0,0,0,0
21Day,0.37,0,24.79,0.37,0,0,0,0,0,0.37,0.37,17.39,1.11,1.48,0.37,0,0.37,0,0.37,0,0.37,0.37,0.37,0,0.37
3Month,0,0,13,0,0.1,0.1,2.08,0.73,6.45,0.52,0.21,1.87,0.73,0.21,0.1,0,0.1,0,0.21,0.21,0,0,0,0.1,0.52
22Month,0,0.14,0.55,0,0,0,1.78,0.27,1.37,0,0,0.27,0.14,0.14,0.14,0,0,0,0,0,0,0,0,0,0.14
