stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,3,0,0,0,0,0,0
72hpf,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,6.2,0,0,0,0,0,0.28,0.28,0.28,0,0,0,0,0
21Day,0.37,0,0,4.44,0,0,0,0.37,0,0,0.37,0.74,0,0,1.11,0,0,0,0,0,0,0,0,0,0,0,0,0
3Month,0,0.1,0,6.97,0.21,0.21,0.62,2.29,0,0.42,1.98,0,0.1,0.1,1.98,1.14,0.31,0,0.21,0.1,0,0,0,0.21,0.1,0.1,0.1,0.62
22Month,0,0,0.14,2.46,0.14,0.27,0.41,2.05,0.14,1.64,0.55,0.27,0.14,0,0,1.91,0.14,0.14,0,0,0,0,0,0,0,0,0,0.27
