stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,81,83,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,10.15,1.41,0,4.79,5.92,7.05,0,0.28,0,0,0,0,0.28,0,2.25,14.66,1.13,14.37,0,0.28,0.28,0,1317.92,49.04,0.56,13.53,0,17.19,0,0,8.74,1.13,0.85,0.85,0,0,0
21Day,3.7,0.37,0,7.4,3.33,6.66,0,0.37,0,0,0,0,4.07,1.48,0.74,5.92,1.11,5.18,0.37,0,1.11,0.37,326.7,14.06,0,4.44,0,4.44,9.62,0.37,3.33,0.74,1.11,0.37,0,0,0.74
3Month,0.1,0.21,0.1,1.46,0.42,0,0.1,0,0.42,0.42,3.95,0.73,0.31,1.04,0.21,0.31,0.83,0.83,0.1,0,0.21,0.31,15.29,0.62,1.56,0.42,0,0,0.42,28.92,0.1,0,0,0,0.31,15.39,0.62
22Month,0.14,0.68,0,0.41,0.41,0,0,0.14,0,0.82,6.56,0.14,0.27,0.41,0.14,0,0.55,0.68,0.14,0.14,0,0,6.01,0.27,0.82,0.68,0.14,0,0.27,18.45,0.27,0.27,0,0,0,0,0.27
