stage,Cardiomyocyte,Endothelial_cell,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0
72hpf,0.56,0.85,1.13,0.28,1.41,0,0,0,0,0,0,0,0,0,0.56,3.1,0,3.1,0,0.28,0.28,124.58,5.07,0,0.28,1.97,0,0.56,1.41,0.28,0.56,0,0,0,0
21Day,0.74,1.11,2.22,0,6.29,0,2.22,0,0.37,0,1.11,0,1.85,1.11,0,3.33,0,17.39,0,0,1.48,154.28,3.33,0,1.85,4.07,4.44,0.74,1.48,2.22,1.48,0.37,0,0,1.48
3Month,0,0.52,2.18,0,0,0,0,0.31,0.21,0,0.94,0.1,0.1,11.13,0,2.7,0.73,3.95,0.83,0,0.1,3.02,0.1,0.21,3.74,0.31,0.52,10.51,2.08,0,0,0,0.21,10.51,0.73
22Month,0,1.23,2.32,0,0,0.14,0,0.14,0.14,0.27,2.73,0.14,0.27,4.78,0.14,0.27,0.41,6.01,0.41,0.14,0.14,4.78,0.27,0.27,2.73,1.23,0,6.83,7.24,0.27,0,0,0.14,0,0.14
