stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Epithelial_cell__Brain_,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_cone_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0.28,0.28,0,0,0,0,0,0,0,0,0,0,1.13,0,0,0.28,0,0.28,0.28,0,2.82,0.56,0,0,0,0.28,0,0,0,0,0,0,0,0
21Day,2.22,0,1.48,3.33,0,2.59,0,0.37,0.37,0,0,1.11,0.37,1.11,49.21,0,1.11,0.37,1.48,0,0,1.11,0,4.81,1.48,1.85,0,0,1.48,0.37,3.7,0.37,0.37,1.11,0,0,1.85
3Month,0.42,0.62,11.86,19.24,0,0,0.94,0.21,8.74,2.6,0,102.25,4.37,0.31,351.58,1.04,3.64,5.2,4.47,1.04,0.83,4.26,1.25,0.83,0,3.64,0.73,0,0.21,5.41,178.91,0.31,0,0,1.46,58.15,2.91
22Month,0.27,0.68,5.74,5.47,0,0,0.14,0.14,4.92,2.73,1.09,33.07,1.78,0.41,320.44,0,0.55,2.32,2.6,0,0.96,0.96,0,0,0,2.73,0.68,0.14,0.27,0.14,20.77,0,0,0,0.27,0.41,0.55
