stage,Cardiomyocyte,Endothelial_cell,Enterocyte,Epithelial_cell,Erythrocyte,Erythrocyte__Liver_,Erythroid_progenitor_cell,Goblet_cell,Granulocyte,Granulosa_cell,Hepatocyte,Immune_cell,Immune_progenitor_cell,Intestinal_bulb_cell,Ionocyte,Keratinocyte,Macrophage,Mesenchymal_cell,Mesenchymal_cell__caudal_fin_,Mt_rich_cell,Muscle_cell,Nephron_cell,Neural_cell,Neural_progenitor_cell,Neurosecretory_cell,Oligodendrocyte,Oocyte,Osteoblast,Pancreatic_cell,Pancreatic_macrophage,Primordial_germ_cell,Radial_glia,Retinal_cell,Retinal_pigment_epithelial_cell,Smooth_muscle_cell,Spermatocyte,T_cell
24hpf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72hpf,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,2.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21Day,0,0,0.74,2.22,0,0,0,0.37,0,0,0.37,0,0,1.48,0.37,0,0.37,0,0,0,0,0,0,0.37,1.11,0,0,0,0,0,0,0,0,0,0,0,0.37
3Month,0.31,0.52,6.14,40.36,0,0.73,0,52.53,2.18,0,9.78,10.92,0.1,194.51,0.42,1.77,10.51,1.56,0.52,0.1,39.42,0.73,0.21,0,4.78,0.52,0,0.1,2.5,0.1,2.29,0,0.1,0.1,0.31,2.5,6.24
22Month,0.14,0.96,12.85,22.55,0,0.41,0.14,30.47,3.96,0.41,20.5,24.32,0,268.52,0,0.14,3.83,1.91,0.14,0.82,17.9,0.14,0.41,0,7.24,0.41,0.14,0,0.55,0,1.5,0.27,0,0.14,0,0,2.32
